,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,promedio final,aprobado/reprobado,desempeño,habitos,parental_lv_edu_ord,lunch_ord,test_preparation_ord,condiciones
481,female,group D,associate's degree,free/reduced,none,52,59,56,55.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
482,male,group C,some college,free/reduced,none,68,68,61,65.66666666666667,Reprobado,Bajo,Malos,1,0,0,Regulares
483,male,group A,high school,standard,none,59,52,46,52.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
484,female,group B,associate's degree,standard,none,49,52,54,51.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
485,male,group C,high school,standard,none,70,74,71,71.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
486,male,group D,some college,free/reduced,none,61,47,56,54.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
487,female,group C,associate's degree,free/reduced,none,60,75,74,69.66666666666667,Reprobado,Bajo,Malos,1,0,0,Regulares
488,male,group B,some high school,standard,completed,64,53,57,58.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
489,male,group A,associate's degree,free/reduced,completed,79,82,82,81.0,Aprobado,Bajo,Regulares,1,0,1,Regulares
490,female,group A,associate's degree,free/reduced,none,65,85,76,75.33333333333333,Aprobado,Bajo,Malos,1,0,0,Regulares
491,female,group C,associate's degree,standard,none,64,64,70,66.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
492,female,group C,some college,standard,none,83,83,90,85.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
493,female,group C,bachelor's degree,standard,none,81,88,90,86.33333333333333,Aprobado,Bajo,Regulares,2,1,0,Regulares
494,female,group B,high school,standard,none,54,64,68,62.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
495,male,group D,high school,standard,completed,68,64,66,66.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
496,female,group C,some college,standard,none,54,48,52,51.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
497,female,group D,some college,free/reduced,completed,59,78,76,71.0,Aprobado,Bajo,Regulares,1,0,1,Regulares
498,female,group B,some high school,standard,none,66,69,68,67.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
499,male,group E,some college,standard,none,76,71,72,73.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
500,female,group D,master's degree,standard,none,74,79,82,78.33333333333333,Aprobado,Bajo,Regulares,2,1,0,Regulares
501,female,group B,associate's degree,standard,completed,94,87,92,91.0,Aprobado,Alto,Buenos,1,1,1,Regulares
502,male,group C,some college,free/reduced,none,63,61,54,59.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
503,female,group E,associate's degree,standard,completed,95,89,92,92.0,Aprobado,Alto,Buenos,1,1,1,Regulares
504,female,group D,master's degree,free/reduced,none,40,59,54,51.0,Reprobado,Bajo,Malos,2,0,0,Regulares
505,female,group B,some high school,standard,none,82,82,80,81.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
506,male,group A,high school,standard,none,68,70,66,68.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
507,male,group B,bachelor's degree,free/reduced,none,55,59,54,56.0,Reprobado,Bajo,Malos,2,0,0,Regulares
508,male,group C,master's degree,standard,none,79,78,77,78.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
509,female,group C,bachelor's degree,standard,none,86,92,87,88.33333333333333,Aprobado,Bajo,Regulares,2,1,0,Regulares
510,male,group D,some college,standard,none,76,71,73,73.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
511,male,group A,some high school,standard,none,64,50,43,52.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
512,male,group D,some high school,free/reduced,none,62,49,52,54.333333333333336,Reprobado,Bajo,Malos,0,0,0,Limitantes
513,female,group B,some high school,standard,completed,54,61,62,59.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
514,female,group B,master's degree,free/reduced,completed,77,97,94,89.33333333333333,Aprobado,Bajo,Regulares,2,0,1,Regulares
515,female,group C,some high school,standard,completed,76,87,85,82.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
516,female,group D,some college,standard,none,74,89,84,82.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
517,female,group E,some college,standard,completed,66,74,73,71.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
518,female,group D,some high school,standard,completed,66,78,78,74.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
519,female,group B,high school,free/reduced,completed,67,78,79,74.66666666666667,Aprobado,Bajo,Regulares,0,0,1,Regulares
520,male,group D,some college,standard,none,71,49,52,57.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
521,female,group C,associate's degree,standard,none,91,86,84,87.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
522,male,group D,bachelor's degree,standard,none,69,58,57,61.333333333333336,Reprobado,Bajo,Regulares,2,1,0,Regulares
523,male,group C,master's degree,free/reduced,none,54,59,50,54.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
524,male,group C,high school,standard,completed,53,52,49,51.333333333333336,Reprobado,Bajo,Buenos,0,1,1,Regulares
525,male,group E,some college,standard,none,68,60,59,62.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
526,male,group C,some high school,free/reduced,completed,56,61,60,59.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
527,female,group C,high school,free/reduced,none,36,53,43,44.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
528,female,group D,bachelor's degree,free/reduced,none,29,41,47,39.0,Reprobado,Bajo,Malos,2,0,0,Regulares
529,female,group C,associate's degree,standard,none,62,74,70,68.66666666666667,Reprobado,Bajo,Regulares,1,1,0,Regulares
530,female,group C,associate's degree,standard,completed,68,67,73,69.33333333333333,Reprobado,Bajo,Buenos,1,1,1,Regulares
531,female,group C,some high school,standard,none,47,54,53,51.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
532,male,group E,associate's degree,standard,completed,62,61,58,60.333333333333336,Reprobado,Bajo,Buenos,1,1,1,Regulares
533,female,group E,associate's degree,standard,completed,79,88,94,87.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
534,male,group B,high school,standard,completed,73,69,68,70.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
535,female,group C,bachelor's degree,free/reduced,completed,66,83,83,77.33333333333333,Aprobado,Bajo,Regulares,2,0,1,Regulares
536,male,group C,associate's degree,standard,completed,51,60,58,56.333333333333336,Reprobado,Bajo,Buenos,1,1,1,Regulares
537,female,group D,high school,standard,none,51,66,62,59.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
538,male,group E,bachelor's degree,standard,completed,85,66,71,74.0,Aprobado,Bajo,Buenos,2,1,1,Optimas
539,male,group A,associate's degree,standard,completed,97,92,86,91.66666666666667,Aprobado,Alto,Buenos,1,1,1,Regulares
540,male,group C,high school,standard,completed,75,69,68,70.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
541,male,group D,associate's degree,free/reduced,completed,79,82,80,80.33333333333333,Aprobado,Bajo,Regulares,1,0,1,Regulares
542,female,group C,associate's degree,standard,none,81,77,79,79.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
543,female,group D,associate's degree,standard,none,82,95,89,88.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
544,female,group D,master's degree,standard,none,64,63,66,64.33333333333333,Reprobado,Bajo,Regulares,2,1,0,Regulares
545,male,group E,some high school,free/reduced,completed,78,83,80,80.33333333333333,Aprobado,Bajo,Regulares,0,0,1,Regulares
546,female,group A,some high school,standard,completed,92,100,97,96.33333333333333,Aprobado,Alto,Buenos,0,1,1,Regulares
547,male,group C,high school,standard,completed,72,67,64,67.66666666666667,Reprobado,Bajo,Buenos,0,1,1,Regulares
548,female,group C,high school,free/reduced,none,62,67,64,64.33333333333333,Reprobado,Bajo,Malos,0,0,0,Limitantes
549,male,group C,master's degree,standard,none,79,72,69,73.33333333333333,Aprobado,Bajo,Regulares,2,1,0,Regulares
550,male,group C,some high school,free/reduced,none,79,76,65,73.33333333333333,Aprobado,Bajo,Malos,0,0,0,Limitantes
551,male,group B,bachelor's degree,free/reduced,completed,87,90,88,88.33333333333333,Aprobado,Bajo,Regulares,2,0,1,Regulares
552,female,group B,associate's degree,standard,none,40,48,50,46.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
553,male,group D,some college,free/reduced,none,77,62,64,67.66666666666667,Reprobado,Bajo,Malos,1,0,0,Regulares
554,male,group E,associate's degree,standard,none,53,45,40,46.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
555,female,group C,some college,free/reduced,none,32,39,33,34.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
556,female,group C,associate's degree,standard,completed,55,72,79,68.66666666666667,Reprobado,Bajo,Buenos,1,1,1,Regulares
557,male,group C,master's degree,free/reduced,none,61,67,66,64.66666666666667,Reprobado,Bajo,Malos,2,0,0,Regulares
558,female,group B,associate's degree,free/reduced,none,53,70,70,64.33333333333333,Reprobado,Bajo,Malos,1,0,0,Regulares
559,male,group D,some high school,standard,none,73,66,62,67.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
560,female,group D,some college,standard,completed,74,75,79,76.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
561,female,group C,some college,standard,none,63,74,74,70.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
562,male,group C,bachelor's degree,standard,completed,96,90,92,92.66666666666667,Aprobado,Alto,Buenos,2,1,1,Optimas
563,female,group D,some college,free/reduced,completed,63,80,80,74.33333333333333,Aprobado,Bajo,Regulares,1,0,1,Regulares
564,male,group B,bachelor's degree,free/reduced,none,48,51,46,48.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
565,male,group B,associate's degree,standard,none,48,43,45,45.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
566,female,group E,bachelor's degree,free/reduced,completed,92,100,100,97.33333333333333,Aprobado,Alto,Regulares,2,0,1,Regulares
567,female,group D,master's degree,free/reduced,completed,61,71,78,70.0,Aprobado,Bajo,Regulares,2,0,1,Regulares
568,male,group B,high school,free/reduced,none,63,48,47,52.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
569,male,group D,bachelor's degree,free/reduced,none,68,68,67,67.66666666666667,Reprobado,Bajo,Malos,2,0,0,Regulares
570,male,group B,some college,standard,completed,71,75,70,72.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
571,male,group A,bachelor's degree,standard,none,91,96,92,93.0,Aprobado,Alto,Regulares,2,1,0,Regulares
572,female,group C,some college,standard,none,53,62,56,57.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
573,female,group C,high school,free/reduced,completed,50,66,64,60.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
574,female,group E,high school,standard,none,74,81,71,75.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
575,male,group A,associate's degree,free/reduced,completed,40,55,53,49.333333333333336,Reprobado,Bajo,Regulares,1,0,1,Regulares
576,male,group A,some college,standard,completed,61,51,52,54.666666666666664,Reprobado,Bajo,Buenos,1,1,1,Regulares
577,female,group B,high school,standard,none,81,91,89,87.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
578,female,group B,some college,free/reduced,completed,48,56,58,54.0,Reprobado,Bajo,Regulares,1,0,1,Regulares
579,female,group D,master's degree,standard,none,53,61,68,60.666666666666664,Reprobado,Bajo,Regulares,2,1,0,Regulares
580,female,group D,some high school,standard,none,81,97,96,91.33333333333333,Aprobado,Alto,Regulares,0,1,0,Regulares
581,female,group E,some high school,standard,none,77,79,80,78.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
582,female,group D,bachelor's degree,free/reduced,none,63,73,78,71.33333333333333,Aprobado,Bajo,Malos,2,0,0,Regulares
583,female,group D,associate's degree,standard,completed,73,75,80,76.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
584,female,group D,some college,standard,none,69,77,77,74.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
585,female,group C,associate's degree,standard,none,65,76,76,72.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
586,female,group A,high school,standard,none,55,73,73,67.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
587,female,group C,bachelor's degree,free/reduced,none,44,63,62,56.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
588,female,group C,some college,standard,none,54,64,65,61.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
589,female,group A,some high school,standard,none,48,66,65,59.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
590,male,group C,some college,free/reduced,none,58,57,54,56.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
591,male,group A,some high school,standard,none,71,62,50,61.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
592,male,group E,bachelor's degree,standard,none,68,68,64,66.66666666666667,Reprobado,Bajo,Regulares,2,1,0,Regulares
593,female,group E,high school,standard,none,74,76,73,74.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
594,female,group C,bachelor's degree,standard,completed,92,100,99,97.0,Aprobado,Alto,Buenos,2,1,1,Optimas
595,female,group C,bachelor's degree,standard,completed,56,79,72,69.0,Reprobado,Bajo,Buenos,2,1,1,Optimas
596,male,group B,high school,free/reduced,none,30,24,15,23.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
597,male,group A,some high school,standard,none,53,54,48,51.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
598,female,group D,high school,standard,none,69,77,73,73.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
599,female,group D,some high school,standard,none,65,82,81,76.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
600,female,group D,master's degree,standard,none,54,60,63,59.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
601,female,group C,high school,standard,none,29,29,30,29.333333333333332,Reprobado,Bajo,Regulares,0,1,0,Regulares
602,female,group E,some college,standard,none,76,78,80,78.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
603,male,group D,high school,free/reduced,none,60,57,51,56.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
604,male,group D,master's degree,free/reduced,completed,84,89,90,87.66666666666667,Aprobado,Bajo,Regulares,2,0,1,Regulares
605,male,group C,some high school,standard,none,75,72,62,69.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
606,female,group C,associate's degree,standard,none,85,84,82,83.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
607,female,group C,master's degree,free/reduced,none,40,58,54,50.666666666666664,Reprobado,Bajo,Malos,2,0,0,Regulares
608,female,group E,some college,standard,none,61,64,62,62.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
609,female,group B,associate's degree,standard,none,58,63,65,62.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
610,male,group D,some college,free/reduced,completed,69,60,63,64.0,Reprobado,Bajo,Regulares,1,0,1,Regulares
611,female,group C,some college,standard,none,58,59,66,61.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
612,male,group C,bachelor's degree,standard,completed,94,90,91,91.66666666666667,Aprobado,Alto,Buenos,2,1,1,Optimas
613,female,group C,associate's degree,standard,none,65,77,74,72.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
614,female,group A,associate's degree,standard,none,82,93,93,89.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
615,female,group C,high school,standard,none,60,68,72,66.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
616,female,group E,bachelor's degree,standard,none,37,45,38,40.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
617,male,group D,bachelor's degree,standard,none,88,78,83,83.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
618,male,group D,master's degree,standard,none,95,81,84,86.66666666666667,Aprobado,Bajo,Regulares,2,1,0,Regulares
619,male,group C,associate's degree,free/reduced,completed,65,73,68,68.66666666666667,Reprobado,Bajo,Regulares,1,0,1,Regulares
620,female,group C,high school,free/reduced,none,35,61,54,50.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
621,male,group B,bachelor's degree,free/reduced,none,62,63,56,60.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
622,male,group C,high school,free/reduced,completed,58,51,52,53.666666666666664,Reprobado,Bajo,Regulares,0,0,1,Regulares
623,male,group A,some college,standard,completed,100,96,86,94.0,Aprobado,Alto,Buenos,1,1,1,Regulares
624,female,group E,bachelor's degree,free/reduced,none,61,58,62,60.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
625,male,group D,some college,standard,completed,100,97,99,98.66666666666667,Aprobado,Alto,Buenos,1,1,1,Regulares
626,male,group B,associate's degree,free/reduced,completed,69,70,63,67.33333333333333,Reprobado,Bajo,Regulares,1,0,1,Regulares
627,male,group D,associate's degree,standard,none,61,48,46,51.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
628,male,group D,some college,free/reduced,none,49,57,46,50.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
629,female,group C,some high school,standard,completed,44,51,55,50.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
630,male,group D,some college,standard,none,67,64,70,67.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
631,male,group B,high school,standard,none,79,60,65,68.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
632,female,group B,bachelor's degree,standard,completed,66,74,81,73.66666666666667,Aprobado,Bajo,Buenos,2,1,1,Optimas
633,female,group C,high school,standard,none,75,88,85,82.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
634,male,group D,some high school,standard,none,84,84,80,82.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
635,male,group A,high school,standard,none,71,74,64,69.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
636,female,group B,high school,free/reduced,completed,67,80,81,76.0,Aprobado,Bajo,Regulares,0,0,1,Regulares
637,female,group D,some high school,standard,completed,80,92,88,86.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
638,male,group E,some college,standard,none,86,76,74,78.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
639,female,group D,associate's degree,standard,none,76,74,73,74.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
640,male,group D,high school,standard,none,41,52,51,48.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
641,female,group D,associate's degree,free/reduced,completed,74,88,90,84.0,Aprobado,Bajo,Regulares,1,0,1,Regulares
642,female,group B,some high school,free/reduced,none,72,81,79,77.33333333333333,Aprobado,Bajo,Malos,0,0,0,Limitantes
643,female,group E,high school,standard,completed,74,79,80,77.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
644,male,group B,high school,standard,none,70,65,60,65.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
645,female,group B,bachelor's degree,standard,completed,65,81,81,75.66666666666667,Aprobado,Bajo,Buenos,2,1,1,Optimas
646,female,group D,associate's degree,standard,none,59,70,65,64.66666666666667,Reprobado,Bajo,Regulares,1,1,0,Regulares
647,female,group E,high school,free/reduced,none,64,62,68,64.66666666666667,Reprobado,Bajo,Malos,0,0,0,Limitantes
648,female,group B,high school,standard,none,50,53,55,52.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
649,female,group D,some college,standard,completed,69,79,81,76.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
650,male,group C,some high school,free/reduced,completed,51,56,53,53.333333333333336,Reprobado,Bajo,Regulares,0,0,1,Regulares
651,female,group A,high school,standard,completed,68,80,76,74.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
652,female,group D,some college,standard,completed,85,86,98,89.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
653,female,group A,associate's degree,standard,completed,65,70,74,69.66666666666667,Reprobado,Bajo,Buenos,1,1,1,Regulares
654,female,group B,some high school,standard,none,73,79,79,77.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
655,female,group B,some college,standard,none,62,67,67,65.33333333333333,Reprobado,Bajo,Regulares,1,1,0,Regulares
656,male,group C,associate's degree,free/reduced,none,77,67,64,69.33333333333333,Reprobado,Bajo,Malos,1,0,0,Regulares
657,male,group D,some high school,standard,none,69,66,61,65.33333333333333,Reprobado,Bajo,Regulares,0,1,0,Regulares
658,female,group D,associate's degree,free/reduced,none,43,60,58,53.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
659,male,group D,associate's degree,standard,none,90,87,85,87.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
660,male,group C,some college,free/reduced,none,74,77,73,74.66666666666667,Aprobado,Bajo,Malos,1,0,0,Regulares
661,male,group C,some high school,standard,none,73,66,63,67.33333333333333,Reprobado,Bajo,Regulares,0,1,0,Regulares
662,female,group D,some college,free/reduced,none,55,71,69,65.0,Reprobado,Bajo,Malos,1,0,0,Regulares
663,female,group C,high school,standard,none,65,69,67,67.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
664,male,group D,associate's degree,standard,none,80,63,63,68.66666666666667,Reprobado,Bajo,Regulares,1,1,0,Regulares
665,female,group C,some high school,free/reduced,completed,50,60,60,56.666666666666664,Reprobado,Bajo,Regulares,0,0,1,Regulares
666,female,group C,some college,free/reduced,completed,63,73,71,69.0,Reprobado,Bajo,Regulares,1,0,1,Regulares
667,female,group B,bachelor's degree,free/reduced,none,77,85,87,83.0,Aprobado,Bajo,Malos,2,0,0,Regulares
668,male,group C,some college,standard,none,73,74,61,69.33333333333333,Reprobado,Bajo,Regulares,1,1,0,Regulares
669,male,group D,associate's degree,standard,completed,81,72,77,76.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
670,female,group C,high school,free/reduced,none,66,76,68,70.0,Aprobado,Bajo,Malos,0,0,0,Limitantes
671,male,group D,associate's degree,free/reduced,none,52,57,50,53.0,Reprobado,Bajo,Malos,1,0,0,Regulares
672,female,group C,some college,standard,none,69,78,76,74.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
673,female,group C,associate's degree,standard,completed,65,84,84,77.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
674,female,group D,high school,standard,completed,69,77,78,74.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
675,female,group B,some college,standard,completed,50,64,66,60.0,Reprobado,Bajo,Buenos,1,1,1,Regulares
676,female,group E,some college,standard,completed,73,78,76,75.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
677,female,group C,some high school,standard,completed,70,82,76,76.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
678,male,group D,associate's degree,free/reduced,none,81,75,78,78.0,Aprobado,Bajo,Malos,1,0,0,Regulares
679,male,group D,some college,free/reduced,none,63,61,60,61.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
680,female,group D,high school,standard,none,67,72,74,71.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
681,male,group B,high school,standard,none,60,68,60,62.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
682,male,group B,high school,standard,none,62,55,54,57.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
683,female,group C,some high school,free/reduced,completed,29,40,44,37.666666666666664,Reprobado,Bajo,Regulares,0,0,1,Regulares
684,male,group B,some college,standard,completed,62,66,68,65.33333333333333,Reprobado,Bajo,Buenos,1,1,1,Regulares
685,female,group E,master's degree,standard,completed,94,99,100,97.66666666666667,Aprobado,Alto,Buenos,2,1,1,Optimas
686,male,group E,some college,standard,completed,85,75,68,76.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
687,male,group D,associate's degree,free/reduced,none,77,78,73,76.0,Aprobado,Bajo,Malos,1,0,0,Regulares
688,male,group A,high school,free/reduced,none,53,58,44,51.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
689,male,group E,some college,free/reduced,none,93,90,83,88.66666666666667,Aprobado,Bajo,Malos,1,0,0,Regulares
690,female,group C,associate's degree,standard,none,49,53,53,51.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
691,female,group E,associate's degree,free/reduced,none,73,76,78,75.66666666666667,Aprobado,Bajo,Malos,1,0,0,Regulares
692,female,group C,bachelor's degree,free/reduced,completed,66,74,81,73.66666666666667,Aprobado,Bajo,Regulares,2,0,1,Regulares
693,female,group D,associate's degree,standard,none,77,77,73,75.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
694,female,group C,some high school,standard,none,49,63,56,56.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
695,female,group D,some college,free/reduced,none,79,89,86,84.66666666666667,Aprobado,Bajo,Malos,1,0,0,Regulares
696,female,group C,associate's degree,standard,completed,75,82,90,82.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
697,female,group A,bachelor's degree,standard,none,59,72,70,67.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
698,female,group D,associate's degree,standard,completed,57,78,79,71.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
699,male,group C,high school,free/reduced,none,66,66,59,63.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
700,female,group E,bachelor's degree,standard,completed,79,81,82,80.66666666666667,Aprobado,Bajo,Buenos,2,1,1,Optimas
701,female,group B,some high school,standard,none,57,67,72,65.33333333333333,Reprobado,Bajo,Regulares,0,1,0,Regulares
702,male,group A,bachelor's degree,standard,completed,87,84,87,86.0,Aprobado,Bajo,Buenos,2,1,1,Optimas
703,female,group D,some college,standard,none,63,64,67,64.66666666666667,Reprobado,Bajo,Regulares,1,1,0,Regulares
704,female,group B,some high school,free/reduced,completed,59,63,64,62.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
705,male,group A,bachelor's degree,free/reduced,none,62,72,65,66.33333333333333,Reprobado,Bajo,Malos,2,0,0,Regulares
706,male,group D,high school,standard,none,46,34,36,38.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
707,male,group C,some college,standard,none,66,59,52,59.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
708,male,group D,high school,standard,none,89,87,79,85.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
709,female,group D,associate's degree,free/reduced,completed,42,61,58,53.666666666666664,Reprobado,Bajo,Regulares,1,0,1,Regulares
710,male,group C,some college,standard,completed,93,84,90,89.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
711,female,group E,some high school,standard,completed,80,85,85,83.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
712,female,group D,some college,standard,none,98,100,99,99.0,Aprobado,Alto,Regulares,1,1,0,Regulares
713,male,group D,master's degree,standard,none,81,81,84,82.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
714,female,group B,some high school,standard,completed,60,70,74,68.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
715,female,group B,associate's degree,free/reduced,completed,76,94,87,85.66666666666667,Aprobado,Bajo,Regulares,1,0,1,Regulares
716,male,group C,associate's degree,standard,completed,73,78,72,74.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
717,female,group C,associate's degree,standard,completed,96,96,99,97.0,Aprobado,Alto,Buenos,1,1,1,Regulares
718,female,group C,high school,standard,none,76,76,74,75.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
719,male,group E,associate's degree,free/reduced,completed,91,73,80,81.33333333333333,Aprobado,Bajo,Regulares,1,0,1,Regulares
720,female,group C,some college,free/reduced,none,62,72,70,68.0,Reprobado,Bajo,Malos,1,0,0,Regulares
721,male,group D,some high school,free/reduced,completed,55,59,59,57.666666666666664,Reprobado,Bajo,Regulares,0,0,1,Regulares
722,female,group B,some high school,free/reduced,completed,74,90,88,84.0,Aprobado,Bajo,Regulares,0,0,1,Regulares
